f_FS_mean,f_PT_mean,f_EC_mean,f_PD_mean,f_IRI_total
0.43749999999999967,0.24999999999999986,0.14285714285714288,0.6111111111111114,0.340909090909091
0.18749999999999972,0.5714285714285714,0.6,0.16666666666666663,0.340909090909091
0.3749999999999997,0.5,0.35714285714285704,0.5,0.40909090909090917
0.24999999999999986,0.5714285714285714,0.14285714285714288,0.08333333333333331,0.20454545454545459
0.01,0.16666666666666657,0.01,0.01,0.01
0.5,0.24999999999999986,0.8,0.16666666666666663,0.4090909090909089
0.43749999999999967,0.24999999999999986,0.4285714285714288,0.01,0.25000000000000017
0.5624999999999999,0.4166666666666667,0.5,0.6666666666666666,0.5652173913043479
0.75,0.7142857142857142,0.21428571428571425,0.01,0.4318181818181818
0.01,0.16666666666666657,0.01,0.4166666666666667,0.01
0.6875,0.4166666666666667,0.14285714285714288,0.08333333333333331,0.3181818181818186
0.75,0.7857142857142856,0.7,0.5,0.7173913043478262
0.3749999999999997,0.3333333333333337,0.28571428571428564,0.33333333333333337,0.2954545454545454
0.99,0.99,0.8,0.9444444444444442,0.99
0.01,0.01,0.01,0.01,0.01
0.3124999999999998,0.7142857142857142,0.4285714285714288,0.5555555555555555,0.5
0.6875,0.5,0.5,0.7222222222222221,0.6521739130434786
0.01,0.01,0.01,0.01,0.01
0.6875,0.4166666666666667,0.5,0.5555555555555555,0.5652173913043479
0.3749999999999997,0.6428571428571428,0.7,0.7777777777777777,0.6521739130434783
0.6249999999999999,0.16666666666666657,0.5,0.6111111111111114,0.5
0.6875,0.9285714285714282,0.6,0.16666666666666663,0.6304347826086956
0.6875,0.5,0.4285714285714288,0.5,0.5434782608695653
0.3749999999999997,0.4166666666666667,0.4285714285714288,0.4166666666666667,0.38636363636363624
0.5624999999999999,0.16666666666666657,0.21428571428571425,0.6111111111111114,0.38636363636363624
0.6249999999999999,0.7857142857142856,0.4285714285714288,0.16666666666666663,0.5217391304347825
0.18749999999999972,0.5714285714285714,0.35714285714285704,0.08333333333333331,0.25000000000000017
0.3124999999999998,0.08333333333333329,0.28571428571428564,0.4166666666666667,0.2272727272727272
0.75,0.5,0.4285714285714288,0.2499999999999998,0.5
0.5,0.5,0.6,0.5555555555555555,0.5434782608695653
0.8125,0.5,0.6,0.5,0.6304347826086956
0.3749999999999997,0.5714285714285714,0.5,0.4166666666666667,0.4545454545454544
0.06249999999999994,0.01,0.21428571428571425,0.2499999999999998,0.022727272727272638
0.6875,0.5,0.6,0.6666666666666666,0.6521739130434786
0.18749999999999972,0.7142857142857142,0.5,0.33333333333333337,0.40909090909090917
0.5,0.6428571428571428,0.4285714285714288,0.33333333333333337,0.4772727272727276
0.12499999999999988,0.4166666666666667,0.28571428571428564,0.5555555555555555,0.2954545454545454
0.6249999999999999,0.6428571428571428,0.21428571428571425,0.5,0.4999999999999997
0.5,0.7142857142857142,0.28571428571428564,0.16666666666666663,0.4090909090909089
0.9375000000000006,0.8571428571428574,0.7,0.5,0.8043478260869563
0.3124999999999998,0.16666666666666657,0.07142857142857127,0.08333333333333331,0.09090909090909112
0.43749999999999967,0.4166666666666667,0.4285714285714288,0.33333333333333337,0.38636363636363624
0.3749999999999997,0.9285714285714282,0.99,0.16666666666666663,0.608695652173913
0.43749999999999967,0.9285714285714282,0.4285714285714288,0.33333333333333337,0.5434782608695651
0.6875,0.7142857142857142,0.6,0.8333333333333331,0.7826086956521738
0.43749999999999967,0.7142857142857142,0.7,0.2499999999999998,0.5217391304347825
0.6249999999999999,0.5,0.7,0.7222222222222221,0.6739130434782611
0.5,0.5,0.8,0.99,0.7608695652173912
0.5,0.5,0.14285714285714288,0.08333333333333331,0.27272727272727276
0.6249999999999999,0.24999999999999986,0.4285714285714288,0.4166666666666667,0.4318181818181818
0.6249999999999999,0.5,0.28571428571428564,0.6666666666666666,0.5434782608695653
0.24999999999999986,0.4166666666666667,0.7,0.16666666666666663,0.340909090909091
0.6875,0.24999999999999986,0.99,0.6111111111111114,0.6739130434782609
0.5,0.4166666666666667,0.5,0.6111111111111114,0.5217391304347825
0.5624999999999999,0.7142857142857142,0.6,0.16666666666666663,0.5217391304347825
0.43749999999999967,0.6428571428571428,0.4285714285714288,0.01,0.3636363636363636
0.3749999999999997,0.4166666666666667,0.21428571428571425,0.2499999999999998,0.27272727272727276
0.8750000000000001,0.24999999999999986,0.6,0.08333333333333331,0.47727272727272707
0.6249999999999999,0.5714285714285714,0.35714285714285704,0.6111111111111114,0.5652173913043479
0.9375000000000006,0.24999999999999986,0.4285714285714288,0.4166666666666667,0.5434782608695651
0.43749999999999967,0.16666666666666657,0.35714285714285704,0.01,0.20454545454545459
0.5,0.7857142857142856,0.28571428571428564,0.2499999999999998,0.4545454545454544
0.5,0.3333333333333337,0.9,0.8333333333333331,0.6739130434782609
0.12499999999999988,0.08333333333333329,0.07142857142857127,0.08333333333333331,0.01
0.5624999999999999,0.6428571428571428,0.21428571428571425,0.2499999999999998,0.40909090909090917
0.43749999999999967,0.01,0.8,0.4166666666666667,0.38636363636363624
0.5,0.7857142857142856,0.5,0.6111111111111114,0.630434782608696
0.43749999999999967,0.16666666666666657,0.6,0.16666666666666663,0.31818181818181807
0.43749999999999967,0.3333333333333337,0.4285714285714288,0.7222222222222221,0.5
0.43749999999999967,0.08333333333333329,0.4285714285714288,0.7222222222222221,0.4318181818181818
0.24999999999999986,0.4166666666666667,0.8,0.6111111111111114,0.5
0.3749999999999997,0.3333333333333337,0.35714285714285704,0.16666666666666663,0.27272727272727276
0.18749999999999972,0.5714285714285714,0.5,0.16666666666666663,0.3181818181818186
0.5624999999999999,0.5714285714285714,0.7,0.8333333333333331,0.7173913043478262
0.01,0.16666666666666657,0.07142857142857127,0.01,0.01
0.24999999999999986,0.01,0.14285714285714288,0.5,0.11363636363636376
0.01,0.4166666666666667,0.07142857142857127,0.2499999999999998,0.04545454545454556
0.24999999999999986,0.16666666666666657,0.4285714285714288,0.6666666666666666,0.36363636363636387
0.5,0.6428571428571428,0.01,0.4166666666666667,0.3636363636363636
0.43749999999999967,0.24999999999999986,0.6,0.4166666666666667,0.4090909090909089
0.3124999999999998,0.6428571428571428,0.7,0.5555555555555555,0.5434782608695651
0.6249999999999999,0.4166666666666667,0.8,0.7222222222222221,0.6739130434782609
0.8750000000000001,0.6428571428571428,0.28571428571428564,0.33333333333333337,0.5652173913043479
0.8125,0.5714285714285714,0.7,0.5555555555555555,0.6956521739130433
0.5624999999999999,0.5,0.6,0.5555555555555555,0.5652173913043479
0.3749999999999997,0.4166666666666667,0.7,0.2499999999999998,0.40909090909090917
0.9375000000000006,0.7142857142857142,0.6,0.6111111111111114,0.7826086956521743
0.3749999999999997,0.3333333333333337,0.14285714285714288,0.01,0.1590909090909096
0.6875,0.4166666666666667,0.8,0.7222222222222221,0.6956521739130437
0.99,0.6428571428571428,0.5,0.6111111111111114,0.7608695652173916
0.5624999999999999,0.5,0.5,0.7777777777777777,0.6304347826086956
0.5624999999999999,0.6428571428571428,0.5,0.5,0.5652173913043479
0.8125,0.3333333333333337,0.9,0.7777777777777777,0.7608695652173912
0.8125,0.5714285714285714,0.8,0.33333333333333337,0.6521739130434783
0.6875,0.6428571428571428,0.21428571428571425,0.33333333333333337,0.47727272727272707
0.99,0.7142857142857142,0.9,0.6111111111111114,0.891304347826087
0.6249999999999999,0.08333333333333329,0.5,0.5,0.4318181818181818
0.6249999999999999,0.9285714285714282,0.99,0.6666666666666666,0.847826086956522
0.43749999999999967,0.24999999999999986,0.07142857142857127,0.01,0.13636363636363638
0.3749999999999997,0.3333333333333337,0.5,0.08333333333333331,0.2954545454545457
0.3749999999999997,0.5,0.4285714285714288,0.2499999999999998,0.3636363636363636
0.6249999999999999,0.16666666666666657,0.21428571428571425,0.33333333333333337,0.31818181818181807
0.8750000000000001,0.4166666666666667,0.7,0.6111111111111114,0.6956521739130433
0.5,0.16666666666666657,0.5,0.33333333333333337,0.36363636363636387
0.75,0.6428571428571428,0.9,0.6111111111111114,0.7608695652173912
0.12499999999999988,0.5,0.28571428571428564,0.2499999999999998,0.2272727272727272
0.43749999999999967,0.01,0.14285714285714288,0.16666666666666663,0.13636363636363638
0.8125,0.99,0.35714285714285704,0.5555555555555555,0.7391304347826088
0.43749999999999967,0.5,0.4285714285714288,0.6111111111111114,0.5
0.5,0.24999999999999986,0.6,0.6111111111111114,0.5
0.5624999999999999,0.5,0.21428571428571425,0.33333333333333337,0.38636363636363624
0.5624999999999999,0.6428571428571428,0.8,0.6666666666666666,0.6956521739130437
0.18749999999999972,0.08333333333333329,0.35714285714285704,0.5,0.22727272727272751
0.6249999999999999,0.5,0.4285714285714288,0.4166666666666667,0.5
0.99,0.7142857142857142,0.6,0.7777777777777777,0.8695652173913044
0.5624999999999999,0.01,0.14285714285714288,0.4166666666666667,0.25000000000000017
0.3749999999999997,0.4166666666666667,0.5,0.4166666666666667,0.40909090909090917
0.8125,0.7142857142857142,0.4285714285714288,0.33333333333333337,0.608695652173913
0.6875,0.5,0.6,0.7222222222222221,0.6739130434782611
0.6249999999999999,0.5,0.8,0.6666666666666666,0.6739130434782611
0.99,0.99,0.9,0.9444444444444442,0.99
0.5,0.3333333333333337,0.5,0.33333333333333337,0.40909090909090917
0.5624999999999999,0.01,0.7,0.4166666666666667,0.40909090909090917
0.18749999999999972,0.7142857142857142,0.28571428571428564,0.16666666666666663,0.2954545454545454
0.43749999999999967,0.01,0.01,0.33333333333333337,0.13636363636363638
0.18749999999999972,0.4166666666666667,0.28571428571428564,0.01,0.13636363636363638
0.43749999999999967,0.01,0.35714285714285704,0.2499999999999998,0.20454545454545459
0.24999999999999986,0.7142857142857142,0.28571428571428564,0.08333333333333331,0.2954545454545454
0.3749999999999997,0.24999999999999986,0.4285714285714288,0.6111111111111114,0.4090909090909089
0.18749999999999972,0.3333333333333337,0.01,0.2499999999999998,0.09090909090909112
0.5624999999999999,0.08333333333333329,0.6,0.7777777777777777,0.5434782608695653
0.99,0.5,0.6,0.16666666666666663,0.608695652173913
0.5624999999999999,0.99,0.35714285714285704,0.5,0.6304347826086956
0.9375000000000006,0.8571428571428574,0.9,0.6111111111111114,0.891304347826087
0.6249999999999999,0.6428571428571428,0.9,0.7222222222222221,0.7608695652173912
0.01,0.3333333333333337,0.21428571428571425,0.6111111111111114,0.2272727272727272
0.6249999999999999,0.24999999999999986,0.5,0.5,0.47727272727272707
0.43749999999999967,0.3333333333333337,0.21428571428571425,0.16666666666666663,0.24999999999999986
0.5,0.3333333333333337,0.7,0.08333333333333331,0.38636363636363624
0.3124999999999998,0.01,0.01,0.16666666666666663,0.01
0.12499999999999988,0.4166666666666667,0.5,0.7222222222222221,0.4318181818181818
0.12499999999999988,0.5,0.5,0.33333333333333337,0.31818181818181807
0.3124999999999998,0.3333333333333337,0.7,0.5,0.4318181818181818
0.6875,0.5714285714285714,0.5,0.5555555555555555,0.6086956521739132
0.5,0.3333333333333337,0.28571428571428564,0.4166666666666667,0.3636363636363636
0.18749999999999972,0.4166666666666667,0.21428571428571425,0.16666666666666663,0.18181818181818166
0.5624999999999999,0.7142857142857142,0.99,0.7222222222222221,0.7826086956521743
0.6875,0.3333333333333337,0.8,0.7222222222222221,0.6739130434782609
0.12499999999999988,0.08333333333333329,0.28571428571428564,0.33333333333333337,0.13636363636363638
0.01,0.08333333333333329,0.21428571428571425,0.5555555555555555,0.13636363636363638
0.6875,0.4166666666666667,0.6,0.7222222222222221,0.6521739130434783
0.6249999999999999,0.3333333333333337,0.07142857142857127,0.33333333333333337,0.3181818181818186
0.99,0.5714285714285714,0.7,0.6111111111111114,0.7826086956521743
0.5624999999999999,0.8571428571428574,0.4285714285714288,0.4166666666666667,0.5869565217391304
0.01,0.01,0.01,0.01,0.01
0.99,0.4166666666666667,0.7,0.8888888888888886,0.847826086956522
0.12499999999999988,0.3333333333333337,0.28571428571428564,0.5,0.25000000000000017
0.6875,0.7857142857142856,0.9,0.7222222222222221,0.8260869565217395
0.5,0.7142857142857142,0.28571428571428564,0.5,0.4999999999999997
0.01,0.08333333333333329,0.14285714285714288,0.01,0.01
0.06249999999999994,0.3333333333333337,0.4285714285714288,0.5555555555555555,0.2954545454545457
0.6249999999999999,0.01,0.35714285714285704,0.5555555555555555,0.3863636363636365
0.8125,0.4166666666666667,0.7,0.4166666666666667,0.608695652173913
0.9375000000000006,0.4166666666666667,0.99,0.9444444444444442,0.9130434782608698
0.6249999999999999,0.24999999999999986,0.99,0.4166666666666667,0.5652173913043477
0.43749999999999967,0.5714285714285714,0.5,0.5555555555555555,0.5217391304347825
0.6249999999999999,0.24999999999999986,0.35714285714285704,0.5,0.4318181818181818
0.3749999999999997,0.16666666666666657,0.21428571428571425,0.4166666666666667,0.24999999999999986
0.8125,0.5,0.9,0.5555555555555555,0.7173913043478259
0.24999999999999986,0.6428571428571428,0.5,0.33333333333333337,0.40909090909090917
0.24999999999999986,0.5,0.07142857142857127,0.08333333333333331,0.1590909090909096
0.5624999999999999,0.08333333333333329,0.35714285714285704,0.4166666666666667,0.340909090909091
0.6249999999999999,0.24999999999999986,0.35714285714285704,0.33333333333333337,0.38636363636363624
0.6875,0.5,0.7,0.7777777777777777,0.7173913043478262
0.8125,0.01,0.21428571428571425,0.01,0.20454545454545459
0.5624999999999999,0.6428571428571428,0.07142857142857127,0.01,0.2954545454545457
0.8750000000000001,0.7857142857142856,0.99,0.6111111111111114,0.8695652173913042
0.12499999999999988,0.5714285714285714,0.4285714285714288,0.2499999999999998,0.2954545454545457
0.6249999999999999,0.7142857142857142,0.35714285714285704,0.4166666666666667,0.5434782608695651
0.3749999999999997,0.24999999999999986,0.28571428571428564,0.5,0.31818181818181807
0.24999999999999986,0.7142857142857142,0.9,0.5555555555555555,0.5869565217391304
0.5624999999999999,0.24999999999999986,0.21428571428571425,0.4166666666666667,0.3409090909090907
0.75,0.5,0.9,0.99,0.8695652173913042
0.43749999999999967,0.5714285714285714,0.21428571428571425,0.6666666666666666,0.47727272727272707
0.43749999999999967,0.8571428571428574,0.6,0.5555555555555555,0.630434782608696
0.12499999999999988,0.3333333333333337,0.6,0.6111111111111114,0.38636363636363624
0.24999999999999986,0.01,0.7,0.6666666666666666,0.340909090909091
0.06249999999999994,0.3333333333333337,0.21428571428571425,0.01,0.06818181818181848
0.5624999999999999,0.24999999999999986,0.14285714285714288,0.6111111111111114,0.38636363636363624
0.01,0.99,0.21428571428571425,0.16666666666666663,0.31818181818181807
0.6249999999999999,0.5,0.5,0.33333333333333337,0.5
0.6875,0.5,0.6,0.6111111111111114,0.630434782608696
0.75,0.5714285714285714,0.6,0.6666666666666666,0.6956521739130437
0.43749999999999967,0.7142857142857142,0.9,0.8333333333333331,0.7608695652173912
0.5,0.6428571428571428,0.8,0.4166666666666667,0.5869565217391304
0.3749999999999997,0.6428571428571428,0.7,0.2499999999999998,0.4772727272727276
0.43749999999999967,0.16666666666666657,0.35714285714285704,0.5,0.3409090909090907
0.12499999999999988,0.16666666666666657,0.35714285714285704,0.33333333333333337,0.18181818181818193
0.5624999999999999,0.24999999999999986,0.5,0.6111111111111114,0.5
0.5,0.5,0.7,0.7777777777777777,0.6521739130434783
0.01,0.01,0.21428571428571425,0.5,2.8260222445003974e-16
0.3124999999999998,0.4166666666666667,0.4285714285714288,0.5555555555555555,0.40909090909090917
0.3124999999999998,0.5714285714285714,0.6,0.4166666666666667,0.4545454545454544
0.75,0.8571428571428574,0.21428571428571425,0.6666666666666666,0.6739130434782611
0.6875,0.4166666666666667,0.7,0.08333333333333331,0.4772727272727276
0.24999999999999986,0.3333333333333337,0.21428571428571425,0.01,0.11363636363636376
0.5624999999999999,0.24999999999999986,0.4285714285714288,0.5,0.4318181818181818
0.43749999999999967,0.7142857142857142,0.28571428571428564,0.5555555555555555,0.4999999999999997
0.24999999999999986,0.24999999999999986,0.4285714285714288,0.01,0.18181818181818193
0.18749999999999972,0.08333333333333329,0.5,0.5555555555555555,0.2954545454545454
0.5,0.6428571428571428,0.4285714285714288,0.5,0.5217391304347828
0.6249999999999999,0.16666666666666657,0.9,0.6666666666666666,0.608695652173913
0.18749999999999972,0.24999999999999986,0.4285714285714288,0.5,0.2954545454545454
0.9375000000000006,0.24999999999999986,0.8,0.6111111111111114,0.6956521739130433
0.6249999999999999,0.8571428571428574,0.9,0.99,0.9782608695652177
0.6875,0.5,0.28571428571428564,0.33333333333333337,0.4545454545454544
0.3749999999999997,0.5,0.28571428571428564,0.2499999999999998,0.31818181818181807
0.6249999999999999,0.24999999999999986,0.07142857142857127,0.01,0.18181818181818193
0.3749999999999997,0.24999999999999986,0.4285714285714288,0.5555555555555555,0.38636363636363624
0.01,0.4166666666666667,0.4285714285714288,0.7777777777777777,0.3636363636363636
0.12499999999999988,0.5714285714285714,0.7,0.2499999999999998,0.3636363636363636
0.3749999999999997,0.5,0.9,0.6111111111111114,0.5869565217391304
0.6875,0.7142857142857142,0.35714285714285704,0.2499999999999998,0.5217391304347825
0.01,0.5714285714285714,0.01,0.01,0.01
0.3749999999999997,0.01,0.6,0.5555555555555555,0.3636363636363636
0.8125,0.6428571428571428,0.14285714285714288,0.33333333333333337,0.5
0.99,0.8571428571428574,0.6,0.5555555555555555,0.8695652173913044
0.9375000000000006,0.9285714285714282,0.8,0.5,0.847826086956522
0.9375000000000006,0.5714285714285714,0.9,0.8888888888888886,0.9130434782608696
0.24999999999999986,0.4166666666666667,0.01,0.2499999999999998,0.11363636363636376
0.3124999999999998,0.16666666666666657,0.9,0.6666666666666666,0.5
0.24999999999999986,0.16666666666666657,0.21428571428571425,0.08333333333333331,0.11363636363636376
0.43749999999999967,0.5,0.5,0.33333333333333337,0.4318181818181818
0.3749999999999997,0.5714285714285714,0.5,0.33333333333333337,0.4318181818181818
0.24999999999999986,0.08333333333333329,0.01,0.08333333333333331,0.01
0.6875,0.7142857142857142,0.6,0.7222222222222221,0.7391304347826088
0.12499999999999988,0.16666666666666657,0.5,0.4166666666666667,0.25000000000000017
0.43749999999999967,0.4166666666666667,0.6,0.7777777777777777,0.5869565217391304
0.01,0.4166666666666667,0.35714285714285704,0.33333333333333337,0.11363636363636376
0.01,0.4166666666666667,0.28571428571428564,0.2499999999999998,0.1590909090909096
0.6875,0.5,0.5,0.2499999999999998,0.5000000000000002
0.01,0.16666666666666657,0.14285714285714288,0.08333333333333331,0.01
0.3124999999999998,0.3333333333333337,0.28571428571428564,0.33333333333333337,0.27272727272727276
0.3749999999999997,0.7857142857142856,0.6,0.6111111111111114,0.608695652173913
0.5624999999999999,0.7857142857142856,0.5,0.5,0.608695652173913
0.5,0.01,0.4285714285714288,0.33333333333333337,0.2954545454545454
0.5624999999999999,0.5714285714285714,0.99,0.5555555555555555,0.6739130434782609
0.5,0.5,0.5,0.2499999999999998,0.4318181818181818
0.75,0.5714285714285714,0.8,0.7777777777777777,0.7826086956521738
0.43749999999999967,0.24999999999999986,0.6,0.4166666666666667,0.4090909090909089
0.8125,0.8571428571428574,0.8,0.6666666666666666,0.847826086956522
0.5624999999999999,0.5,0.35714285714285704,0.33333333333333337,0.4318181818181818
0.8125,0.08333333333333329,0.9,0.8333333333333331,0.7173913043478262
0.8125,0.5,0.6,0.4166666666666667,0.608695652173913
0.5,0.4166666666666667,0.99,0.2499999999999998,0.5217391304347828
0.24999999999999986,0.6428571428571428,0.35714285714285704,0.4166666666666667,0.38636363636363624
0.6875,0.5714285714285714,0.5,0.4166666666666667,0.5652173913043479
0.3124999999999998,0.5,0.4285714285714288,0.08333333333333331,0.2954545454545454
0.3124999999999998,0.5,0.28571428571428564,0.4166666666666667,0.340909090909091
0.8125,0.7857142857142856,0.4285714285714288,0.7222222222222221,0.7608695652173912
0.3124999999999998,0.8571428571428574,0.7,0.5555555555555555,0.6086956521739132
0.01,0.16666666666666657,0.21428571428571425,0.08333333333333331,0.01
0.6249999999999999,0.6428571428571428,0.8,0.2499999999999998,0.5869565217391304
0.5,0.5,0.28571428571428564,0.16666666666666663,0.340909090909091
0.8125,0.4166666666666667,0.5,0.7222222222222221,0.6739130434782611
0.12499999999999988,0.5714285714285714,0.6,0.99,0.6521739130434783
0.5,0.5714285714285714,0.99,0.6666666666666666,0.6956521739130437
0.24999999999999986,0.5,0.21428571428571425,0.08333333333333331,0.20454545454545459
0.18749999999999972,0.7857142857142856,0.07142857142857127,0.16666666666666663,0.24999999999999986
0.06249999999999994,0.4166666666666667,0.14285714285714288,0.16666666666666663,0.11363636363636376
0.24999999999999986,0.4166666666666667,0.7,0.33333333333333337,0.3863636363636365
0.5624999999999999,0.24999999999999986,0.6,0.5,0.47727272727272707
0.3749999999999997,0.6428571428571428,0.5,0.2499999999999998,0.4318181818181818
0.8125,0.7857142857142856,0.99,0.6111111111111114,0.8695652173913042
0.01,0.01,0.07142857142857127,0.01,0.01
0.75,0.3333333333333337,0.99,0.99,0.8695652173913044
0.5624999999999999,0.5,0.35714285714285704,0.4166666666666667,0.4545454545454544
0.8750000000000001,0.5714285714285714,0.21428571428571425,0.2499999999999998,0.5
0.6249999999999999,0.5714285714285714,0.8,0.6111111111111114,0.6739130434782609
0.9375000000000006,0.6428571428571428,0.8,0.4166666666666667,0.7391304347826088
0.3749999999999997,0.9285714285714282,0.4285714285714288,0.6666666666666666,0.6304347826086956
0.5,0.3333333333333337,0.6,0.5555555555555555,0.5
0.6875,0.5714285714285714,0.5,0.7777777777777777,0.6956521739130437
0.5624999999999999,0.3333333333333337,0.7,0.08333333333333331,0.40909090909090917
0.3124999999999998,0.5714285714285714,0.8,0.6111111111111114,0.5652173913043477
0.3124999999999998,0.5714285714285714,0.7,0.5555555555555555,0.5217391304347825
0.12499999999999988,0.4166666666666667,0.21428571428571425,0.01,0.11363636363636376
0.01,0.16666666666666657,0.01,0.2499999999999998,0.01
0.01,0.08333333333333329,0.07142857142857127,0.2499999999999998,5.652044489000795e-16
0.75,0.4166666666666667,0.4285714285714288,0.4166666666666667,0.5217391304347825
0.75,0.5714285714285714,0.6,0.6111111111111114,0.6739130434782609
0.6875,0.5,0.28571428571428564,0.5,0.4999999999999997
0.06249999999999994,0.3333333333333337,0.4285714285714288,0.5,0.27272727272727276
0.5,0.01,0.5,0.4166666666666667,0.340909090909091
0.5,0.4166666666666667,0.9,0.6666666666666666,0.630434782608696
0.8750000000000001,0.5714285714285714,0.35714285714285704,0.5,0.608695652173913
0.5,0.01,0.21428571428571425,0.6111111111111114,0.31818181818181807
0.3749999999999997,0.9285714285714282,0.28571428571428564,0.4166666666666667,0.4999999999999997
0.3749999999999997,0.8571428571428574,0.01,0.01,0.18181818181818193
0.5624999999999999,0.7857142857142856,0.5,0.6666666666666666,0.6739130434782611
0.06249999999999994,0.8571428571428574,0.35714285714285704,0.33333333333333337,0.3636363636363636
0.12499999999999988,0.5714285714285714,0.6,0.4166666666666667,0.38636363636363624
0.5624999999999999,0.01,0.35714285714285704,0.2499999999999998,0.25000000000000017
0.5,0.7142857142857142,0.28571428571428564,0.5555555555555555,0.5217391304347825
0.75,0.5714285714285714,0.4285714285714288,0.7777777777777777,0.6956521739130433
0.6875,0.08333333333333329,0.5,0.5555555555555555,0.47727272727272707
0.06249999999999994,0.08333333333333329,0.6,0.6666666666666666,0.31818181818181807
0.75,0.3333333333333337,0.4285714285714288,0.33333333333333337,0.4772727272727276
0.01,0.01,0.01,0.01,0.01
0.24999999999999986,0.4166666666666667,0.6,0.5555555555555555,0.4318181818181818
0.12499999999999988,0.16666666666666657,0.7,0.8888888888888886,0.47727272727272707
0.6249999999999999,0.8571428571428574,0.7,0.5,0.6956521739130437
0.18749999999999972,0.3333333333333337,0.07142857142857127,0.2499999999999998,0.13636363636363666
0.5624999999999999,0.7857142857142856,0.6,0.5555555555555555,0.6521739130434783
0.75,0.3333333333333337,0.4285714285714288,0.6666666666666666,0.5869565217391304
0.01,0.01,0.01,0.01,0.01
0.3749999999999997,0.16666666666666657,0.35714285714285704,0.01,0.13636363636363638
0.99,0.7857142857142856,0.7,0.5555555555555555,0.8695652173913044
0.5,0.5714285714285714,0.5,0.33333333333333337,0.47727272727272707
0.75,0.7857142857142856,0.7,0.6666666666666666,0.7826086956521738
0.5624999999999999,0.4166666666666667,0.6,0.6666666666666666,0.5869565217391304
0.3749999999999997,0.7857142857142856,0.14285714285714288,0.16666666666666663,0.3409090909090907
